New Run at  02/01/2016 09:16:48
, Time, RandomReward; CFUCBReward; 
data,1275429860000,26;18795;41
data,1288915457000,26;57502;41
data,1286776449000,26;52896;41
data,1280128762000,26;98431;41
data,1283686583000,26;64170;41
data,1278410277000,26;37156;41
data,1273629153000,26;13654;41
data,1283449547000,26;96662;41
data,1267043841000,26;36950;41
data,1286472958000,26;81024;41
data,1286950317000,26;106565;41
data,1162289553000,26;61997;41
data,1254365778000,26;63882;41
data,1289060792000,26;52129;41
data,1284467238000,26;102682;41
data,1288227554000,26;32140;41
data,1264579849000,26;25718;41
data,1229825365000,26;28935;41
data,1283600222000,26;75798;41
data,1287005249000,26;4585;41
data,1273487112000,26;62410;41
data,1248445791000,26;39496;41
data,1274378026000,26;106846;41
data,1278173343000,26;38111;41
data,1287422164000,26;63859;41
data,1095738579000,26;12545;41
data,1249407431000,26;18253;41
data,1277878487000,26;12420;41
data,1287149183000,26;98441;41
data,1277126142000,26;70829;41
data,1254795603000,26;2702;41
data,1284773909000,26;78032;41
data,1287714630000,26;56681;41
data,1287829625000,26;71317;41
data,1279919358000,26;67948;41
data,1286346775000,26;95131;41
data,1197553150000,26;75297;41
data,1285329383000,26;80514;41
data,1288103724000,26;378;41
data,1288284825000,26;101083;41
data,1241591167000,26;98989;41
data,1277496875000,26;91397;41
data,1259879696000,26;79998;41
data,1288603703000,26;86504;41
data,1289267515000,26;75547;41
data,1273247392000,26;98604;41
data,1289220560000,26;19103;41
data,1288701002000,26;16404;41
data,1164381611000,26;64720;41
data,1285903789000,26;95093;41
data,1285573549000,26;92745;41
data,1285187853000,26;59721;41
data,1287156298000,26;86609;41
data,1281389909000,26;13962;41
data,1285517529000,26;93411;41
data,1281005600000,26;97496;41
data,1286206770000,26;103162;41
data,1288412984000,26;7504;41
data,1163883432000,26;90819;41
data,1288102193000,26;12195;41
data,1281040780000,26;41507;41
data,1159974796000,26;26168;41
data,1287325626000,26;32191;41
data,1287863475000,26;6739;41
data,1277133565000,26;16936;41
data,1288706873000,26;34201;41
data,1284816457000,26;60598;41
data,1259866291000,26;27184;41
data,1283949942000,26;97127;41
data,1228569539000,26;75064;41
data,1278410713000,26;66562;41
data,1288429750000,26;86246;41
data,1281629743000,26;32160;41
data,1247558673000,26;101485;41
data,1286392311000,26;10040;41
data,1286279495000,26;98113;41
data,1173086348000,26;100834;41
data,1257955988000,26;26133;41
data,1287226716000,26;94268;41
data,1288871661000,26;81941;41
data,1286988737000,26;42189;41
data,1247797659000,26;75830;41
data,1289157902000,26;52561;41
data,1287924496000,26;69196;41
data,1282833797000,26;95127;41
data,1279306123000,26;79407;41
data,1241700996000,26;33450;41
data,1276163967000,26;87694;41
data,1281381243000,26;42662;41
data,1273592290000,26;41511;41
data,1267519248000,26;33246;41
data,1213708582000,26;16258;41
data,1287179852000,26;73873;41
data,1282281802000,26;57170;41
data,1272242268000,26;37103;41
data,1280211321000,26;72667;41
data,1283074982000,26;95647;41
data,1282572098000,26;19884;41
data,1271418265000,26;49995;41
data,1286987006000,26;63884;41
data,1288297401000,26;23303;41
data,1288836997000,26;95751;41
data,1278086225000,26;41627;41
data,1286698469000,26;97939;41
data,1279105224000,26;57762;41
data,1289221701000,26;12918;41
data,1289233627000,26;26079;41
data,1288595496000,26;49373;41
data,1262621863000,26;35444;41
data,1287252821000,26;66693;41
data,1269518680000,26;73731;41
data,1284304915000,26;98260;41
data,1243595590000,26;18497;41
data,1288671307000,26;93142;41
data,1289275064000,26;80730;41
data,1286274403000,26;39048;41
data,1281448409000,26;7282;42
data,1270814852000,26;66554;42
data,1287592715000,26;60791;42
data,1280324218000,26;41984;42
data,1257851801000,26;31918;42
data,1282735959000,26;47151;42
data,1284576347000,26;88286;42
data,1233782740000,26;45048;42
data,1275041586000,26;47164;42
data,1190744549000,26;89829;42
data,1288755803000,26;33242;42
data,1289315054000,26;83702;42
data,1281209619000,26;74571;42
data,1285624908000,27;38772;42
data,1266243217000,27;70626;42
data,1248785194000,27;102671;42
data,1289114487000,27;69544;42
data,1285346049000,27;106699;42
data,1285419775000,27;1490;42
data,1279500948000,27;10720;42
data,1288935708000,27;33991;42
data,1287433649000,27;57143;42
data,1236952785000,27;39049;42
data,1280352611000,27;68969;42
data,1235103572000,27;37785;42
data,1240492587000,27;36424;42
data,1280893073000,27;93773;43
data,1279149743000,27;18729;43
data,1288001192000,27;72198;43
data,1213024975000,27;64123;43
data,1262718230000,27;79907;43
data,1282930464000,27;3191;43
data,1285678704000,28;38671;43
data,1288917900000,28;106880;43
data,1235581744000,28;60148;43
data,1176132359000,28;9745;43
data,1246325412000,28;80410;43
data,1286068088000,28;26320;43
data,1284328211000,28;79514;43
data,1289243169000,28;61094;43
data,1268294178000,28;8439;43
data,1276831635000,28;48848;43
data,1251324949000,28;46711;43
data,1270510802000,28;72393;43
data,1288673745000,28;46830;43
data,1246475006000,28;41938;43
data,1286794153000,28;16652;43
data,1246548952000,28;26612;43
data,1269275071000,28;69719;43
data,1285826210000,28;65557;43
data,1268136474000,28;48669;43
data,1288825953000,28;83211;43
data,1288025978000,28;67363;43
data,1273666679000,28;74345;43
data,1287375182000,29;38840;43
data,1253828730000,29;83359;44
data,1259415949000,29;3190;44
data,1269562688000,29;99851;44
data,1248640947000,29;106993;44
data,1285660029000,29;64100;44
data,1288018779000,29;44689;44
data,1272352036000,29;8036;44
data,1262694817000,29;100762;44
data,1172812429000,29;29536;44
data,1262164440000,29;99610;44
data,1267799767000,29;38668;44
data,1285311569000,29;99663;44
data,1283307700000,29;81657;44
data,1288576341000,29;67012;44
data,1273407193000,29;42016;44
data,1285502781000,29;59344;44
data,1252420027000,29;23217;44
data,1287422650000,29;28090;44
data,1282221694000,29;95783;44
data,1221127457000,29;42212;44
data,1259593040000,29;75754;44
data,1271401976000,29;22761;45
data,1287073239000,29;52038;45
data,1288310445000,29;45200;45
data,1280072186000,29;74066;45
data,1272689912000,29;87218;45
data,1226448403000,29;86912;45
data,1282415772000,29;101614;45
data,1282019434000,30;10000;46
data,1264814148000,30;3246;46
data,1264538189000,31;56699;46
data,1156883135000,31;80420;46
data,1264881834000,31;44768;46
data,1279068354000,31;21252;46
data,1266060445000,32;54029;46
data,1275232093000,32;92206;47
data,1282018418000,32;36974;47
data,1208685748000,32;38490;47
data,1289136354000,32;71805;47
data,1251442520000,32;61272;47
data,1265025046000,32;46330;47
data,1289308336000,32;81369;47
data,1246021913000,32;98002;47
data,1257440938000,32;41978;47
data,1282578136000,32;36447;47
data,1288880169000,32;76111;47
data,1287490611000,32;106138;47
data,1212099331000,32;59647;47
data,1285675809000,32;62699;47
data,1283511257000,32;64172;47
data,1266236417000,33;29382;47
data,1284081605000,33;15741;47
data,1216288600000,34;79812;47
data,1287195305000,34;68298;47
data,1284446993000,34;39974;47
data,1274110049000,34;59034;47
data,1281615070000,34;80453;47
data,1289253535000,34;94197;47
data,1287737511000,34;26373;47
data,1284429970000,34;67767;47
data,1224052597000,34;10259;47
data,1286392202000,34;58804;47
data,1253803278000,34;4846;47
data,1283205626000,34;5619;47
data,1286989146000,34;87965;47
data,1287206518000,35;3278;47
data,1286418712000,35;54572;47
data,1288738563000,35;103700;47
data,1285819451000,35;67335;47
data,1206927543000,35;4358;47
data,1286070004000,35;93322;47
data,1282230297000,36;17771;47
data,1287506308000,36;103227;47
data,1274354787000,36;53028;47
data,1285720359000,36;62457;47
data,1276786855000,36;35896;47
data,1267995382000,36;40916;47
data,1284824653000,36;45722;47
data,1280167091000,36;98068;47
data,1238410191000,36;12856;48
data,1287399303000,36;82824;48
data,1279592296000,36;82755;48
data,1287509300000,36;182;48
data,1280160691000,36;20915;48
data,1253233162000,36;53296;48
data,1248796631000,36;91894;48
data,1287751786000,36;59073;48
data,1256447468000,37;66260;48
data,1288965507000,37;53393;48
data,1284057771000,37;49855;48
data,1250188439000,37;45764;48
data,1274894219000,37;25204;48
data,1283962158000,37;26375;48
data,1236466124000,37;92694;48
data,1287239989000,37;8566;48
data,1287967457000,37;95264;48
data,1242846665000,37;12180;48
data,1273490396000,37;105897;48
data,1221155516000,37;1749;48
data,1281003099000,37;99783;48
data,1286968376000,37;66207;48
data,1288029684000,37;22372;48
data,1281849962000,37;95912;48
data,1269241844000,37;61841;48
data,1214054234000,37;81254;48
data,1280227035000,37;27272;48
data,1274300180000,37;24302;48
data,1285677116000,37;3812;48
data,1285798326000,37;73728;49
data,1288645008000,37;70548;49
data,1288754268000,37;56181;49
data,1227684101000,37;87193;49
data,1279392864000,37;67293;49
data,1288600776000,37;69762;49
data,1287237207000,37;5252;49
data,1288354687000,37;86538;49
data,1282192639000,37;46229;49
data,1228745669000,38;81072;49
data,1289216007000,38;64314;49
data,1276780984000,38;75789;49
data,1269446003000,38;9682;49
data,1288431632000,38;54378;49
data,1275132307000,38;45650;49
data,1192578924000,38;5890;49
data,1239233237000,38;60015;49
data,1286137202000,38;30586;49
data,1282046334000,38;33526;49
data,1198864305000,38;50912;49
data,1276519839000,38;86052;49
data,1289089514000,38;27228;49
data,1273883227000,39;81077;49
data,1265631604000,39;42681;49
data,1225838492000,39;5512;49
data,1288891194000,40;39836;49
data,1273468014000,40;25189;49
data,1288726021000,40;77529;49
data,1282233718000,41;69514;49
data,1286807139000,41;4242;49
data,1234829340000,41;15990;49
data,1262279579000,41;84706;49
data,1284812594000,41;41763;49
data,1281677479000,41;25034;49
data,1288215647000,41;47415;49
data,1288108226000,41;72768;49
data,1288090900000,41;51033;49
data,1283187202000,41;4947;49
data,1275267210000,41;58969;49
data,1205462000000,41;59100;49
data,1286918994000,41;94122;49
data,1268147510000,41;58671;49
data,1276692107000,41;69532;49
data,1244781052000,41;84360;49
data,1287082622000,42;16894;49
data,1255886007000,42;63374;49
data,1288046758000,42;56987;49
data,1212861986000,42;81119;49
data,1285875517000,42;97071;49
data,1249863048000,42;25114;49
data,1288651884000,42;67533;49
data,1245391568000,43;38377;49
data,1287660434000,43;92369;49
data,1287411130000,43;59701;49
data,1288782187000,43;26108;49
data,1202848136000,43;63845;49
data,1267757877000,43;14361;50
data,1285661269000,43;25047;50
data,1282520685000,43;47441;50
data,1287086921000,43;62466;50
data,1260196630000,43;91949;50
data,1288867866000,43;54600;50
data,1263420666000,43;74382;51
data,1209510567000,43;50571;51
data,1280927270000,43;60718;51
data,1209083974000,43;48221;51
data,1288400371000,43;49394;51
data,1271698893000,43;47586;51
data,1288867559000,43;38355;51
data,1279059827000,44;103095;51
data,1288560678000,44;97000;51
data,1287981187000,44;60404;51
data,1231405865000,44;17119;51
data,1265711983000,44;35656;51
data,1288367446000,44;35942;51
data,1165171845000,44;20925;51
data,1285170247000,44;96771;51
data,1202302209000,44;84680;51
data,1246453751000,44;10641;51
data,1288561937000,44;18260;51
data,1280403383000,44;95024;51
data,1287395642000,44;40590;51
data,1285940379000,44;61724;51
data,1288572091000,44;94206;51
data,1283195038000,44;97753;51
data,1288938808000,44;42675;51
data,1288494194000,44;3742;51
data,1286811629000,44;58988;51
data,1288612765000,44;90742;51
data,1239203395000,44;78578;51
data,1288287892000,44;38035;51
data,1266142681000,44;100655;51
data,1282663942000,44;29277;51
data,1267745548000,44;83774;51
data,1281821857000,44;13673;51
data,1249457843000,44;81146;51
data,1284433384000,44;83439;51
data,1281084137000,44;42844;51
data,1250095911000,44;31158;51
data,1277178196000,44;85961;51
data,1289111011000,44;32086;51
data,1284071714000,44;70012;51
data,1206309482000,44;32103;51
data,1284538994000,44;24849;51
data,1286279087000,44;77674;51
data,1288789274000,44;14443;51
data,1279202836000,44;102876;51
data,1200419512000,44;14434;51
data,1288698095000,44;58777;51
data,1289196359000,44;24699;51
data,1287585633000,44;38404;51
data,1258637600000,44;42735;51
data,1240334323000,44;6744;51
data,1251478485000,44;53794;52
data,1237561105000,44;56289;52
data,1286162414000,44;102026;52
data,1201941415000,44;100259;52
data,1270768206000,44;39062;52
data,1288272546000,44;53517;52
data,1286961165000,44;88017;52
data,1272914249000,44;80463;52
data,1282844524000,44;105043;52
data,1280532935000,44;97994;52
data,1239290418000,44;29778;52
data,1288265917000,44;62675;52
data,1272900855000,44;73086;52
data,1282339119000,44;87254;52
data,1277419616000,44;23697;52
data,1258118627000,44;9079;52
data,1286518346000,44;68131;52
data,1263956920000,44;67144;52
data,1287492703000,44;75792;52
data,1288583390000,44;75673;52
data,1285063172000,44;37177;52
data,1237919496000,44;51070;52
data,1287098464000,44;93196;52
data,1215313732000,44;66073;52
data,1288640463000,44;42659;52
data,1285290546000,44;96558;52
data,1279310920000,44;76580;52
data,1286367359000,44;70668;52
data,1248071283000,44;98046;52
data,1222354123000,44;29308;52
data,1286198571000,44;24868;52
data,1259592191000,44;15586;52
data,1238012633000,44;69011;53
data,1284997797000,44;58235;53
data,1288158197000,44;73850;53
data,1283274594000,44;4433;53
data,1255431952000,44;5998;53
data,1289321145000,44;101156;53
data,1264179838000,44;64768;53
data,1275659375000,44;98824;53
data,1272638942000,44;57773;53
data,1284896039000,44;106608;53
data,1288862754000,44;81075;53
data,1289012196000,44;42261;53
data,1276022337000,44;89973;53
data,1232497057000,44;66609;53
data,1225299213000,44;61908;53
data,1260222219000,44;68832;53
data,1254603985000,44;50091;53
data,1281922610000,44;102458;53
data,1288067492000,44;90105;53
data,1259429091000,44;35948;53
data,1267357983000,44;47304;53
data,1287386488000,44;61144;53
data,1287844168000,44;80424;53
data,1215086214000,44;52799;53
data,1287052290000,44;37501;53
data,1286962351000,44;90481;53
data,1266639093000,44;55539;53
data,1236380175000,44;98846;53
data,1187134718000,44;85066;54
data,1282241651000,45;11706;54
data,1283142463000,45;6250;54
data,1237148172000,45;100184;54
data,1288789434000,45;35933;54
data,1267389386000,45;32070;54
data,1287931429000,45;10635;54
data,1286958124000,45;104772;54
data,1182946169000,45;96866;54
data,1285752258000,45;81365;54
data,1285315332000,45;96103;54
data,1287505260000,45;69817;54
data,1286527426000,45;35658;54
data,1279017619000,45;64842;54
data,1280344810000,45;37853;54
data,1257640964000,45;94873;54
data,1255981131000,45;5102;54
data,1216997122000,45;80436;54
data,1286729851000,45;15682;54
data,1289218580000,45;71543;54
data,1283785241000,46;6541;54
data,1276257228000,46;100037;54
data,1287827724000,46;91646;54
data,1263567316000,46;44356;54
data,1238746750000,46;67358;54
data,1164991071000,46;3520;54
data,1275203820000,46;61349;54
data,1289223550000,46;75846;54
data,1242331130000,46;35471;54
data,1281984966000,46;87369;54
data,1209378634000,46;69838;54
data,1253713934000,46;106799;54
data,1238301410000,46;78675;55
data,1286197607000,46;24915;55
data,1282923993000,46;26165;55
data,1243969941000,46;66303;55
data,1219634850000,46;47229;55
data,1196315153000,46;84642;55
data,1280992673000,46;99262;55
data,1287126435000,46;49989;55
data,1284662834000,46;64960;55
data,1288314448000,46;51239;55
data,1284382751000,46;8578;55
data,1287054912000,46;52131;55
data,1254236099000,47;97101;55
data,1288883675000,47;48976;55
data,1287259564000,47;81611;55
data,1282922296000,47;67364;55
data,1288158372000,47;104739;55
data,1289244726000,47;45598;55
data,1273795642000,47;57088;56
data,1283240882000,47;20602;56
data,1287667331000,47;31765;56
data,1260474506000,47;94548;56
data,1288345915000,47;53412;56
data,1259664770000,47;87719;56
data,1244379566000,47;78892;56
data,1288641125000,47;19995;56
data,1272470080000,47;32562;56
data,1206463077000,47;84190;56
data,1287640526000,47;42460;56
data,1289086630000,47;103729;56
data,1288008048000,47;80418;56
data,1264850322000,47;73959;56
data,1285859767000,47;105688;56
data,1288082524000,47;67797;56
data,1167923920000,47;37171;56
data,1282223616000,47;64764;56
data,1261708545000,47;69222;56
data,1287748431000,47;38613;56
data,1288473254000,47;21764;56
data,1289311956000,48;7403;56
data,1245677317000,48;91947;56
data,1288229516000,48;10272;56
data,1274610040000,48;104260;56
data,1238768862000,48;60501;56
data,1275301569000,48;81974;56
data,1287358145000,48;28247;57
data,1285020115000,48;82424;57
data,1259247488000,49;74370;57
data,1289143728000,49;52400;57
data,1195424258000,49;75580;57
data,1284092957000,49;48634;57
data,1287062536000,49;21416;57
data,1232559117000,49;98659;57
data,1287512740000,49;93523;57
data,1289148049000,49;84358;57
data,1247267018000,49;55175;57
data,1268337938000,49;17366;58
data,1288037388000,49;38839;58
data,1262005549000,49;67952;58
data,1245275463000,49;79463;58
data,1282086240000,49;50023;58
data,1257361293000,49;288;58
data,1287493954000,49;7103;58
data,1250516663000,49;34016;58
data,1288604255000,49;99614;58
data,1275757870000,49;18685;58
data,1201587874000,49;53465;58
data,1202356066000,49;51225;58
data,1284493148000,49;74467;58
data,1169571973000,49;21894;58
data,1289144790000,49;12785;58
data,1287762549000,49;53489;58
data,1258811157000,49;49714;58
data,1286397762000,49;89481;58
data,1288755123000,49;62414;58
data,1288421876000,49;716;58
data,1288064355000,49;40939;58
data,1288982367000,49;46524;58
data,1286731498000,49;96183;58
data,1288320966000,49;13576;58
data,1283703125000,49;57823;58
data,1286471462000,49;12577;58
data,1275773209000,49;62663;58
data,1286989752000,49;10178;58
data,1278629700000,49;94572;58
data,1242881796000,49;42468;58
data,1287677551000,49;38336;58
data,1288277319000,49;102852;58
data,1272733462000,50;39061;58
data,1232497575000,50;89363;58
data,1289211313000,50;63880;58
data,1280352280000,50;71145;58
data,1285615360000,50;91231;58
data,1284366493000,50;98049;58
data,1269001841000,50;101986;58
data,1287975785000,50;103570;58
data,1281279925000,50;103811;58
data,1284626603000,50;36979;58
data,1285223128000,50;20403;58
data,1289245229000,50;36353;58
data,1215385342000,50;91266;58
data,1286383474000,50;35852;58
data,1286786235000,50;48437;58
data,1284824010000,50;81905;58
data,1267438114000,51;57010;58
data,1285778423000,51;71854;58
data,1287094552000,51;38382;58
data,1279990540000,51;64789;58
data,1245070633000,51;61705;58
data,1286477789000,51;52414;58
data,1251846272000,51;8070;58
data,1285233108000,51;31368;58
data,1221584978000,51;5846;58
data,1216299484000,51;20626;58
data,1279880226000,51;102514;58
data,1238562227000,51;97080;58
data,1285614747000,51;106413;58
data,1271434051000,51;76887;58
data,1282502188000,51;59809;58
data,1287413389000,51;50249;58
data,1252267114000,51;58400;58
data,1264521593000,51;22765;58
data,1278048585000,51;3029;58
data,1253971171000,51;77293;58
data,1287590744000,51;45763;58
data,1277766443000,51;36488;58
data,1286071064000,51;67146;58
data,1262041673000,51;95383;58
data,1274190306000,51;2376;58
data,1286519104000,51;58183;58
data,1284015750000,51;67357;58
data,1259794481000,51;74462;58
data,1285571684000,51;39944;58
data,1285838889000,51;86499;58
data,1195664577000,51;55809;58
data,1218734962000,51;53306;58
data,1287800151000,51;37178;58
data,1285262686000,51;25577;58
data,1276520392000,51;98238;58
data,1286219859000,52;55000;58
data,1276416177000,52;37281;58
data,1253862932000,52;83740;59
data,1245772582000,53;30417;59
data,1272281981000,53;63802;59
data,1274356416000,53;86127;59
data,1281657158000,53;51665;59
data,1287793489000,53;30883;59
data,1288275439000,54;43237;59
data,1287188745000,55;94186;59
data,1286465560000,55;22047;59
data,1280780297000,55;6430;59
data,1247726749000,55;32169;59
data,1189612972000,55;11680;59
data,1288567267000,55;102458;59
data,1209917178000,55;56079;59
data,1288787235000,55;96761;59
data,1287112122000,55;33047;59
data,1266839222000,55;31220;59
data,1184329939000,55;42980;59
data,1277031657000,55;22637;59
data,1284132814000,55;96280;59
data,1264030144000,55;58420;59
data,1289077040000,55;80063;59
data,1270643187000,55;41818;59
data,1264496984000,55;65690;59
data,1239827975000,55;85159;59
data,1270041568000,55;86224;59
data,1270773325000,55;103288;59
data,1266239409000,55;58462;59
data,1242848456000,55;50018;59
data,1251834335000,56;91252;59
data,1259341870000,56;95803;59
data,1288731109000,56;21066;59
data,1285070187000,56;32932;59
data,1279034609000,56;59701;59
data,1286143685000,57;60081;59
data,1281440563000,57;5038;59
data,1288812790000,57;87555;59
data,1269616369000,57;48977;59
data,1285169551000,57;91837;59
data,1284738207000,57;54896;59
data,1287792936000,57;46985;59
data,1215308762000,57;73564;59
data,1288069518000,57;38802;59
data,1263994527000,57;80622;60
data,1223024889000,57;92704;61
data,1254606083000,57;54802;61
data,1286450057000,57;26719;61
data,1243802574000,57;50051;61
data,1288444084000,57;30016;61
data,1285534262000,57;27518;61
data,1283361644000,57;92904;61
data,1268699583000,57;40144;61
data,1283982882000,57;41962;61
data,1284207288000,57;11680;61
data,1218825009000,57;88868;61
data,1289137841000,57;82508;61
data,1207296449000,57;104541;62
data,1287434067000,57;90759;62
data,1284043661000,57;51803;62
data,1286297425000,57;22352;62
data,1213211577000,57;35408;62
data,1273684032000,57;19622;62
data,1286750815000,57;29798;62
data,1288144108000,57;103447;62
data,1155024280000,57;94357;62
data,1240254795000,57;61220;62
data,1254362400000,57;67142;62
data,1287500307000,57;60551;62
data,1227201430000,57;88874;62
data,1258115625000,57;5624;62
data,1256064102000,57;4346;62
data,1252267125000,57;89430;62
data,1288872579000,57;68759;62
data,1288098174000,57;34589;62
data,1283879042000,57;59173;62
data,1271935221000,57;57596;62
data,1284540674000,57;80416;62
data,1286806345000,57;29990;62
data,1190300229000,57;68242;62
data,1274092515000,58;86277;62
data,1288375514000,58;58026;62
data,1287477285000,58;96015;63
data,1287477379000,58;90112;63
data,1287488689000,58;96961;63
data,1289143062000,58;90084;63
data,1182414438000,58;63789;63
data,1225309571000,58;90744;63
data,1281959734000,58;18801;63
data,1271890995000,58;57567;64
data,1258116787000,58;97094;64
data,1281618913000,58;27745;64
data,1287211827000,58;68924;64
data,1285661565000,58;9158;64
data,1260912015000,58;69923;64
data,1287572788000,58;69149;64
data,1271273871000,58;33517;64
data,1157702276000,58;13381;64
data,1288444917000,59;90984;64
data,1250688273000,59;94376;64
data,1287444282000,59;92869;64
data,1279737827000,59;82915;65
data,1266988401000,59;7951;66
data,1285607588000,59;79579;66
data,1223563004000,59;56246;66
data,1287352078000,60;19010;66
data,1245051187000,60;67640;66
data,1287436506000,60;27456;66
data,1282835085000,60;107181;66
data,1285089594000,60;67311;66
data,1251276606000,60;73397;66
data,1286910444000,60;105182;66
data,1254201033000,60;34860;66
data,1278974985000,60;63292;66
data,1265287323000,60;92231;66
data,1286202276000,60;34098;66
data,1286775659000,60;93956;66
data,1279635573000,60;39555;66
data,1281515650000,60;26784;66
data,1285438510000,60;75400;66
data,1284363270000,60;31096;66
data,1289263692000,60;64784;66
data,1277063666000,61;45527;66
data,1281878994000,62;86732;66
data,1289288213000,62;40947;66
data,1289171748000,62;69159;66
data,1277125455000,62;22076;66
data,1274452192000,62;48613;67
data,1288272946000,62;65118;67
data,1289206219000,62;36430;67
data,1275373225000,62;103715;67
data,1216595757000,62;56247;67
data,1286756581000,62;74514;67
data,1289077678000,62;92753;67
data,1288641080000,62;86784;67
data,1223531629000,62;20904;67
data,1267543661000,62;71163;67
data,1226428046000,62;19986;67
data,1273082422000,62;25306;67
data,1285612068000,62;69235;67
data,1252938236000,62;68340;67
data,1288809291000,62;5356;67
data,1288689073000,62;43081;67
data,1282445989000,62;68767;67
data,1254143911000,62;50045;67
data,1258724168000,62;64661;68
data,1276618607000,62;105153;69
data,1276040618000,62;69758;69
data,1285531330000,62;74570;69
data,1219068153000,62;79119;69
data,1289170584000,62;85934;69
data,1287062781000,62;80072;69
data,1210161838000,62;32810;69
data,1265938600000,62;32106;69
data,1258982343000,62;46852;69
data,1285613062000,63;38632;70
data,1263165574000,64;89616;70
data,1286841373000,64;28570;70
data,1286263207000,64;42637;70
data,1263484516000,64;62731;70
data,1289123137000,64;9115;70
data,1273407983000,64;105334;70
data,1182163599000,64;41549;70
data,1282315575000,64;81572;70
data,1289312710000,64;104744;70
data,1287177721000,64;46660;70
data,1285102677000,65;39580;70
data,1284482726000,65;99693;70
data,1252251544000,65;10719;70
data,1286446588000,65;32928;70
data,1287019428000,65;6047;70
data,1249077025000,66;97477;70
data,1276184603000,66;82753;70
data,1244248498000,66;21555;70
data,1266934116000,66;78493;70
data,1287315354000,66;40330;70
data,1252413892000,66;32079;70
data,1281052176000,66;22578;70
data,1283964138000,67;1039;70
data,1265248606000,67;98996;70
data,1273472845000,67;79777;70
data,1286369930000,67;101967;70
data,1289160182000,67;73816;70
data,1288967044000,68;101827;70
data,1252250789000,68;3053;70
data,1254237749000,68;97379;70
data,1258620476000,69;2928;70
data,1254366178000,69;72670;70
data,1287931139000,69;64852;70
data,1284894665000,69;54696;70
data,1248865567000,69;31422;70
data,1248251988000,69;28945;70
data,1286682920000,70;61816;70
data,1184789697000,70;42636;70
data,1288914918000,70;27147;70
data,1286465065000,70;92838;70
data,1236546026000,70;57216;70
data,1289062001000,70;15766;70
data,1287561926000,70;87127;70
data,1249817018000,70;29686;70
data,1280479929000,70;47601;70
data,1283594706000,70;62853;70
data,1286182946000,70;105541;70
data,1280332743000,70;86337;70
data,1273082201000,70;82809;70
data,1283348580000,70;84258;70
data,1288016580000,70;97104;70
data,1100761447000,70;65710;70
data,1284079901000,70;59134;70
data,1286968510000,70;32770;70
data,1289159898000,71;75771;70
data,1286013981000,71;72380;70
data,1288951690000,71;4254;70
data,1286278173000,71;36948;70
data,1284897480000,71;39217;71
data,1214455511000,71;38663;71
data,1288849972000,71;56423;71
data,1288381325000,71;25960;71
data,1240509290000,71;59;71
data,1235937046000,71;56299;71
data,1211812796000,71;78969;71
data,1283430548000,71;75779;71
data,1289290576000,71;11515;72
data,1274015700000,71;91919;72
data,1282475016000,71;90201;72
data,1288288386000,71;45779;72
data,1276794932000,71;71216;72
data,1256940196000,71;308;73
data,1239315315000,71;59607;73
data,1215845053000,71;15245;73
data,1256231270000,71;78983;73
data,1261220669000,71;432;73
data,1287714702000,71;91627;73
data,1277225849000,71;106542;73
data,1282243343000,71;7149;73
data,1285935041000,71;71794;73
data,1277254769000,71;64019;73
data,1287158709000,71;105198;73
data,1288360314000,71;63339;73
data,1282821469000,71;7589;73
data,1287770540000,71;81793;73
data,1287667670000,71;42163;73
data,1289044935000,71;80633;73
data,1280817590000,71;28801;73
data,1167316452000,71;42015;73
data,1288241721000,71;66428;73
data,1288221534000,71;7583;73
data,1233080749000,71;18493;73
data,1212477978000,71;4816;73
data,1241448326000,71;68545;73
data,1284670009000,71;40565;73
data,1286756493000,71;26554;73
data,1288270433000,71;26725;73
data,1287517215000,71;69255;73
data,1180611720000,71;90741;73
data,1278427913000,71;82264;73
data,1279631015000,71;85349;73
data,1240410219000,71;66607;73
data,1220453064000,71;74803;73
data,1285892143000,71;72676;73
data,1280245178000,71;87135;73
data,1277684091000,71;101276;73
data,1286257041000,71;14216;73
data,1285654740000,71;64821;73
data,1289110784000,71;66567;73
data,1255871870000,71;90128;73
data,1284911487000,71;47916;73
data,1287694090000,71;98878;73
data,1284629393000,71;63957;73
data,1264426272000,71;32243;73
data,1289092359000,71;78518;73
data,1285757218000,71;32166;73
data,1280421178000,71;104767;73
data,1288078222000,71;94606;73
data,1287019443000,71;60111;73
data,1231825449000,71;5532;73
data,1286498499000,71;62714;73
data,1160585165000,71;88773;73
data,1286907294000,71;17142;73
data,1288191403000,71;52416;73
data,1266326227000,71;47323;73
data,1204885261000,71;79217;73
data,1266826162000,71;68623;73
data,1282841123000,71;89825;73
data,1287004595000,71;13196;73
data,1231487658000,71;34795;73
data,1278087050000,71;97600;73
data,1288447020000,71;16569;73
data,1244809802000,71;31037;73
data,1287529589000,71;59163;73
data,1256834586000,71;64872;73
data,1260383130000,71;21071;73
data,1266542579000,71;95434;73
data,1287582402000,71;67331;73
data,1283182366000,71;24593;73
data,1282298605000,71;33846;73
data,1266384616000,71;73585;73
data,1280246097000,71;91654;73
data,1286240465000,71;94918;73
data,1286400588000,71;106350;73
data,1255453122000,71;75175;73
data,1208000382000,71;52014;73
data,1286732092000,71;26571;73
data,1287115803000,71;534;74
data,1288713321000,71;17337;74
data,1286162597000,71;80528;74
data,1284646798000,71;32409;74
